sport,cutoff_type,jump_type,trial_num_in_block,overall_recording_number,cutoff_frequency,PID,propulsive_peakforce_rfd_slope_between_events,propulsive_peakforce_rfd_instantaneous_average_between_events,propulsive_peakforce_rfd_instantaneous_peak_between_events,total_net_vertical_impulse,peak_force,maximum_force,average_force_of_propulsive_phase,takeoff_velocity,jump_height_takeoff_velocity,jump_height_net_vertical_impulse,movement_time,propulsive_time,frame_start_of_propulsive_phase,frame_peak_force,frame_of_potential_unweighting_start
FHOC,literature_cutoff,SQT,9,19,50,P20,4670.859016867774,4686.376029588711,6847.300715358346,163.18568853794065,1472.6240883810444,1472.6240883810444,1268.4916562600097,1.923673368450153,0.1886095427362058,0.18860954273620584,0.405,0.405,1594,1718,-1
FHOC,literature_cutoff,SQT,10,21,50,P20,1841.1300521862395,1846.363986613134,5734.545210179291,172.69724428045802,1494.80540092037,1494.80540092037,1264.9004885250924,2.043925878819719,0.2129272679973986,0.21292726799739814,0.39,0.39,1609,1891,-1
FHOC,literature_cutoff,SQT,1,2,50,P21,2010.5092303189335,2014.4720782025115,4065.0453436580137,120.96866463538774,1078.7780957295015,1078.7780957295015,851.4924013835657,2.3278717359354735,0.2761970855742729,0.2761970855742728,0.369,0.369,1630,1903,1480
FHOC,literature_cutoff,SQT,2,3,50,P21,1725.1519931957002,1727.2701450731888,3566.882129642414,117.19914341440193,1057.801534026632,1057.801534026632,806.7306918495319,2.2562823087145945,0.25947043102030887,0.25947043102030964,0.4,0.4,1599,1908,-1
FHOC,literature_cutoff,SQT,3,5,50,P21,1897.9732020243493,1902.803006479961,5036.114319105633,123.0481417450544,1052.6508103778044,1052.6508103778044,856.5404946078955,2.3675487801262114,0.2856925191782422,0.2856925191782424,0.371,0.371,1628,1911,1481
FHOC,literature_cutoff,SQT,4,6,50,P21,1980.1300836435325,1982.1872818634206,4311.282476420805,117.61900178482193,1094.0257149403183,1094.0257149403183,825.1062921466498,2.265078087332937,0.2614973874472903,0.26149738744728984,0.372,0.372,1627,1907,-1
FHOC,literature_cutoff,SQT,5,7,50,P21,1788.2739578682495,1788.370410529032,3190.76431051275,119.73370564155914,1105.0252834205098,1105.0252834205098,789.0478317316762,2.310374143505646,0.27206058526908494,0.2720605852690849,0.419,0.419,1580,1903,-1
FHOC,literature_cutoff,SQT,6,8,50,P21,2092.947978985931,2096.843486325447,3375.7119628516375,115.58322055359005,1098.8994457835945,1098.8994457835945,829.0398115508044,2.22510673323652,0.2523496419110346,0.2523496419110345,0.363,0.363,1636,1901,-1
FHOC,literature_cutoff,SQT,7,10,50,P21,1819.9464411964732,1821.2427319463611,2901.9691422374453,119.9472313844356,1110.0837961455295,1110.0837961455295,803.8561922062886,2.3104481678124857,0.27207801917166524,0.27207801917166524,0.406,0.406,1593,1907,-1
FHOC,literature_cutoff,SQT,8,11,50,P21,1927.4446320982615,1928.7405708507847,3219.089746470214,117.93973196930527,1119.625335235524,1119.625335235524,796.5796663690829,2.2729084598791798,0.26330850494344266,0.26330850494344316,0.402,0.402,1597,1896,-1
FHOC,literature_cutoff,SQT,9,16,50,P21,1977.8788198084374,1979.7793373696825,4867.897695043008,117.29552298019605,1095.5406872706735,1095.5406872706735,813.7037236238605,2.259345727432975,0.2601754901156798,0.2601754901156792,0.391,0.391,1608,1896,-1
FHOC,literature_cutoff,SQT,10,18,50,P21,1968.7337472112517,1971.0603243009127,2959.8054601778276,117.96234872027938,1088.7517988884913,1088.7517988884913,821.0518236533723,2.274768492946652,0.26373963794611527,0.26373963794611555,0.37,0.37,1629,1904,-1
FHOC,literature_cutoff,SQT,1,2,50,P22,4790.967606932034,4808.106550037543,8065.172297177371,121.44335709066095,1474.571472790065,1474.571472790065,1094.3522796100094,1.9300193309166822,0.18985599478654827,0.18985599478654877,0.295,0.295,1704,1881,1465
FHOC,literature_cutoff,SQT,2,4,50,P22,3138.520010141041,3147.7462124071535,5264.1419223522535,128.56507089624992,1402.330605777733,1402.330605777733,1033.449402514793,2.0424149146983663,0.21261257307759096,0.2126125730775908,0.336,0.336,1663,1897,1481
FHOC,literature_cutoff,SQT,3,5,50,P22,4062.656433199087,4075.85339350901,9864.336224361847,132.27104029454097,1440.4988379625975,1440.4988379625975,1103.989467694833,2.10186223158278,0.22516946180194417,0.22516946180194464,0.307,0.307,1692,1896,1501
FHOC,literature_cutoff,SQT,4,10,50,P22,2747.182315764765,2755.435220324236,4878.015928337234,130.83356077732333,1349.4241804016872,1349.4241804016872,1043.9842763702181,2.0711428129275915,0.21863570599090804,0.21863570599090804,0.343,0.343,1656,1906,1487
FHOC,literature_cutoff,SQT,5,12,50,P22,2645.0053218442154,2651.114949846162,4354.3433232980315,135.9531750869851,1352.7138406088357,1352.7138406088357,1014.2057943311924,2.1612037321490845,0.2380632809304348,0.23806328093043505,0.358,0.358,1641,1911,1453
FHOC,literature_cutoff,SQT,6,16,50,P22,2891.030621467312,2895.295555191342,4863.717115676147,136.7685894798422,1354.0934591686491,1354.0934591686491,1019.0411712578401,2.174339424447186,0.24096594967917026,0.24096594967917026,0.348,0.348,1651,1903,-1
FHOC,literature_cutoff,SQT,7,17,50,P22,3068.5050168865628,3076.6897653654228,5313.248035338998,138.20106144922173,1367.6430801090069,1367.6430801090069,1046.028223802287,2.191356937911045,0.24475256010860713,0.2447525601086074,0.341,0.341,1658,1898,1498
FHOC,literature_cutoff,SQT,8,18,50,P22,2937.948142792647,2947.1443162057176,5508.5672806867515,134.6330432543466,1338.7146091225554,1338.7146091225554,1042.4160812905268,2.1356856664619652,0.23247468225948464,0.23247468225948423,0.346,0.346,1653,1894,1475
FHOC,literature_cutoff,SQT,9,19,50,P22,3060.8481820073584,3069.742125930064,5166.4246436729445,134.84090135947565,1381.8741075305904,1381.8741075305904,1048.887215206641,2.1411085774882785,0.2336567757693109,0.23365677576931107,0.335,0.335,1664,1902,1515
FHOC,literature_cutoff,SQT,10,21,50,P22,2931.385489417282,2940.0753619826223,4628.960887200374,131.03436751006674,1352.4949477571388,1352.4949477571388,1033.174755824725,2.077301658433293,0.21993792967021963,0.21993792967021994,0.336,0.336,1663,1892,-1
FHOC,literature_cutoff,SQT,1,4,50,P23,2688.136783161505,2690.978749130272,5884.887780305988,128.18399935097955,1283.6995825095746,1283.6995825095746,975.0286330100001,2.100238091268807,0.22482161264100103,0.22482161264100126,0.343,0.343,1656,1901,-1
FHOC,literature_cutoff,SQT,2,5,50,P23,2699.617741966152,2704.0642582634623,4695.684394628333,128.7365203708908,1285.9083672705822,1285.9083672705822,982.3672763167651,2.1032820755439863,0.22547377621328332,0.22547377621328332,0.352,0.352,1647,1895,1472
FHOC,literature_cutoff,SQT,3,7,50,P23,2714.2104287147185,2717.0370151616808,5381.91724860284,129.2521394762084,1273.6556305679985,1273.6556305679985,969.0059380610428,2.1174542056676806,0.22852254399081282,0.22852254399081304,0.356,0.356,1643,1887,-1
FHOC,literature_cutoff,SQT,4,10,50,P23,2717.273446786301,2723.0530118493284,6034.316542328859,134.297082156552,1257.1472679293006,1257.1472679293006,992.0748373706525,2.215884829397816,0.25026226183258865,0.250262261832589,0.348,0.348,1651,1881,1503
FHOC,literature_cutoff,SQT,5,11,50,P23,3076.854957617683,3082.920067068254,6171.120667384006,127.95288161972171,1283.24410629113,1283.24410629113,998.4751644546362,2.093663597030149,0.22341627204532227,0.22341627204532227,0.331,0.331,1668,1880,-1
FHOC,literature_cutoff,SQT,6,12,50,P23,2549.885424673019,2554.294873622596,6171.06002275215,133.32177547536804,1236.7776973402977,1236.7776973402977,989.5423182598383,2.1876277063708374,0.24392023352096484,0.24392023352096467,0.368,0.368,1631,1874,1279
FHOC,literature_cutoff,SQT,7,13,50,P23,2721.742242953143,2725.3563841812747,6153.942810716573,127.65977586265593,1245.053920583767,1245.053920583767,971.7018567764677,2.0956591074853694,0.223842359571171,0.22384235957117118,0.342,0.342,1657,1889,-1
FHOC,literature_cutoff,SQT,8,16,50,P23,3128.7991492983115,3133.6523651785974,6311.936460293597,130.44572633035574,1299.8296939041559,1299.8296939041559,989.3162784421311,2.147798025902021,0.23511908053356867,0.2351190805335685,0.324,0.324,1675,1892,-1
FHOC,literature_cutoff,SQT,9,18,50,P23,2607.892633117866,2611.4205622121926,5851.678219657682,126.61307694010152,1239.7078908773433,1239.7078908773433,971.3192021596574,2.07100126511677,0.21860582263584416,0.218605822635844,0.353,0.353,1646,1879,1451
FHOC,literature_cutoff,SQT,10,20,50,P23,3328.032027716457,3332.1175307260887,6195.19383207662,129.44962703608255,1315.6557945464576,1315.6557945464576,993.7800701007626,2.1261002092903003,0.23039256370765845,0.23039256370765873,0.328,0.328,1671,1879,-1
FHOC,literature_cutoff,SQT,1,2,50,P24,3479.3738094042715,3486.714082067962,7023.773722452577,142.17217863403306,1527.9418961678016,1527.9418961678016,1119.6818989739932,2.1398075571819444,0.2333729042697737,0.2333729042697738,0.309,0.309,1690,1911,-1
FHOC,literature_cutoff,SQT,2,3,50,P24,3361.1651434949545,3365.528463541013,6512.261609838577,132.62865173700666,1512.270171318741,1512.270171318741,1059.8603069343437,1.9888886716399483,0.20161458451466455,0.20161458451466444,0.331,0.331,1668,1908,-1
FHOC,literature_cutoff,SQT,3,5,50,P24,3559.909399679051,3564.957555711149,5568.734801621176,139.97734007564623,1521.6097341456039,1521.6097341456039,1090.6835076828525,2.096273239240041,0.22397357255626577,0.22397357255626568,0.317,0.317,1682,1912,-1
FHOC,literature_cutoff,SQT,4,10,50,P24,3245.002562850846,3249.1752462640134,5484.790610176395,135.77356400659463,1511.057200452365,1511.057200452365,1076.8289338605985,2.0205040617186847,0.20807526317134056,0.20807526317134087,0.342,0.342,1657,1903,-1
FHOC,literature_cutoff,SQT,5,11,50,P24,4003.319681304299,4011.8545329376884,6358.625454970053,138.068804619846,1525.7692185700598,1525.7692185700598,1134.584226553753,2.072275904233459,0.21887499608902142,0.2188749960890215,0.27,0.27,1729,1904,-1
FHOC,literature_cutoff,SQT,6,13,50,P24,3089.2581246765258,3095.6659439059617,3873.433546987013,139.80114017875093,1484.1076314148124,1484.1076314148124,1096.9671418951823,2.094130918840844,0.2235160196353312,0.22351601963533127,0.322,0.322,1677,1915,-1
FHOC,literature_cutoff,SQT,7,14,50,P24,3397.67338131819,3402.7007105998955,5050.164200061234,127.57725538201979,1490.3451371654883,1490.3451371654883,1079.8693608953713,1.896396228790075,0.1832986063490937,0.1832986063490937,0.318,0.318,1681,1904,-1
FHOC,literature_cutoff,SQT,8,16,50,P24,3007.091414007116,3013.015018792683,4059.0149988865596,143.91257705814755,1455.9275932957307,1455.9275932957307,1055.3388104267394,2.177955790947647,0.24176816653019315,0.24176816653019303,0.338,0.338,1661,1900,-1
FHOC,literature_cutoff,SQT,9,17,50,P24,3230.112796365512,3236.217190932231,5771.3619176978245,147.8725184496948,1542.5806552772578,1542.5806552772578,1098.6943123529372,2.2205642280319173,0.2513203614074916,0.25132036140749175,0.338,0.338,1661,1914,-1
FHOC,literature_cutoff,SQT,10,21,50,P24,3154.3831684956804,3159.153007272688,4702.014336242108,136.9118548507198,1462.1127150231403,1462.1127150231403,1068.4824236673935,2.0458155871116603,0.21332117311259058,0.2133211731125907,0.343,0.343,1656,1897,-1
FHOC,literature_cutoff,SQT,1,3,50,P25,2623.775577421537,2626.5354605792413,3309.896633155062,125.81577636989486,1376.1570191357473,1376.1570191357473,979.0159995319804,1.9887754797866128,0.20159163654436657,0.2015916365443666,0.363,0.363,1636,1909,-1
FHOC,literature_cutoff,SQT,2,4,50,P25,2451.104320735308,2456.1703576070367,4766.47345769027,137.41587958815094,1339.8772989775512,1339.8772989775512,1026.514593793253,2.171123396945238,0.2402536597738547,0.24025365977385435,0.354,0.354,1645,1915,-1
FHOC,literature_cutoff,SQT,3,6,50,P25,2593.6885841042,2596.504048040513,5890.1943487258395,135.55213360549877,1403.5938679395194,1403.5938679395194,977.9208000971382,2.1415131737473456,0.2337450903839668,0.2337450903839666,0.383,0.383,1616,1898,-1
FHOC,literature_cutoff,SQT,4,8,50,P25,2478.0134499819214,2483.307339779989,4551.34968218155,134.70222757880035,1347.0606983132084,1347.0606983132084,1010.9976524417809,2.1230514926989215,0.22973229564990408,0.2297322956499043,0.35,0.35,1649,1900,-1
FHOC,literature_cutoff,SQT,5,12,50,P25,2473.167639389954,2477.6537457059962,4513.855975278828,138.84309008931257,1350.2999438549627,1350.2999438549627,1029.0976453161418,2.202370742627442,0.24721900550363657,0.24721900550363657,0.349,0.349,1650,1916,-1
FHOC,literature_cutoff,SQT,6,14,50,P25,2444.8713804380895,2449.1733781968296,3927.275974525546,140.66029034658519,1369.4875602968318,1369.4875602968318,978.615342458345,2.244351588311728,0.2567336417919152,0.25673364179191516,0.375,0.375,1624,1908,-1
FHOC,literature_cutoff,SQT,7,17,50,P25,1710.4551200099231,1716.455285034933,2548.385193295311,132.61613037067053,892.2034553131728,1391.7741077946002,935.271352609223,2.1014309625646925,0.22507706882903009,0.22507706882903025,0.421,0.421,1578,1707,-1
FHOC,literature_cutoff,SQT,8,18,50,P25,2859.4562446544096,2864.882715582208,5087.162627508049,133.5405913430097,1411.935316615769,1411.935316615769,1030.3869418511651,2.108366916447078,0.22656529329095615,0.22656529329095623,0.329,0.329,1670,1910,-1
FHOC,literature_cutoff,SQT,9,20,50,P25,2075.4328787328377,2079.6327764869766,2872.5187465848285,130.9074401495376,918.9581055935192,1418.6163839997093,947.690449736903,2.0650265877752076,0.21734632050043412,0.21734632050043362,0.413,0.413,1586,1712,-1
FHOC,literature_cutoff,SQT,10,21,50,P25,2568.3608376283173,2569.9457725111106,4629.810190386546,142.72581874841993,1367.0891545144689,1367.0891545144689,990.474171090914,2.2681194322829445,0.26220008965848657,0.26220008965848635,0.378,0.378,1621,1898,-1
FHOC,literature_cutoff,SQT,1,2,50,P26,2580.9505041023235,2585.3976040155203,3770.401659861207,130.27789113616942,1293.6107597598825,1293.6107597598825,982.6341924692485,2.0838423980027785,0.22132513454199645,0.22132513454199654,0.365,0.365,1634,1883,-1
FHOC,literature_cutoff,SQT,2,5,50,P26,2291.448030676684,2295.6390151440655,5378.662101843453,133.9645123023173,1240.1616095866216,1240.1616095866216,982.9758544714903,2.1522836782959027,0.2361021932649817,0.23610219326498197,0.374,0.374,1625,1891,1480
FHOC,literature_cutoff,SQT,3,6,50,P26,2665.6842140750996,2668.854479420026,4007.10159348062,131.62750829243953,1287.8450833890527,1287.8450833890527,979.8035218643821,2.1161883973411872,0.22824940535379523,0.22824940535379562,0.366,0.366,1633,1879,1498
FHOC,literature_cutoff,SQT,4,9,50,P26,2407.913322905777,2412.4017940851477,6158.586813799513,136.73350426813158,1260.4360242033324,1260.4360242033324,1006.8684250873433,2.2031847358174907,0.24740178288171183,0.24740178288171183,0.365,0.365,1634,1896,1414
FHOC,literature_cutoff,SQT,5,10,50,P26,2986.843056133745,2988.8906314507026,4739.082084340567,128.62928358359676,1319.184143879461,1319.184143879461,977.8415670290526,2.065042685868515,0.217349709197709,0.21734970919770874,0.359,0.359,1640,1870,1452
FHOC,literature_cutoff,SQT,6,12,50,P26,2379.144942477034,2381.1863858644574,3868.431417884887,129.5030093096883,1275.055888153365,1275.055888153365,964.0419406796962,2.0784222056067447,0.22017527343319088,0.22017527343319063,0.377,0.377,1622,1893,-1
FHOC,literature_cutoff,SQT,7,13,50,P26,2858.0277656369053,2861.5375543253167,5832.167947449721,131.82696041276736,1301.0111497209493,1301.0111497209493,992.5821688988013,2.1218206712372094,0.22946600208407347,0.2294660020840739,0.35,0.35,1649,1886,1514
FHOC,literature_cutoff,SQT,8,15,50,P26,2512.1895651887544,2514.4953103517196,4165.405628342065,131.90825340613205,1299.3530110692911,1299.3530110692911,967.1493765394173,2.123628636349662,0.2298572163671929,0.22985721636719317,0.38,0.38,1619,1883,1463
FHOC,literature_cutoff,SQT,9,16,50,P26,2585.478027403749,2587.674008942311,3904.966167251172,133.8426405852398,1296.1951714949184,1296.1951714949184,980.1757778447992,2.1462531927076856,0.23478097692191302,0.23478097692191272,0.374,0.374,1625,1883,1447
FHOC,literature_cutoff,SQT,10,19,50,P26,2522.6550734054063,2525.8129068853736,4564.580776567571,132.1274231791757,1290.0106751673834,1290.0106751673834,985.6808442858363,2.120849669144774,0.22925603053575416,0.2292560305357545,0.371,0.371,1628,1890,1435
FHOC,literature_cutoff,SQT,1,3,50,P27,2955.7470267849308,2958.471537238465,4784.443382684025,161.85865931142632,1572.8699894824447,1572.8699894824447,1174.1512434175684,2.159064019320121,0.23759212229983462,0.23759212229983442,0.365,0.365,1634,1899,-1
FHOC,literature_cutoff,SQT,2,4,50,P27,3994.1546032564834,4000.8866807601,7673.388691098895,163.2721219183656,1631.7101734421692,1631.7101734421692,1261.7229272312136,2.1839904698872536,0.2431098049214244,0.2431098049214245,0.329,0.329,1670,1892,1434
FHOC,literature_cutoff,SQT,3,5,50,P27,3900.0115029926205,3909.031754254323,8575.066069140797,159.68275619016774,1598.6929808444527,1598.6929808444527,1249.4269336753298,2.1271618192898036,0.23062270160266599,0.23062270160266649,0.327,0.327,1672,1886,1523
FHOC,literature_cutoff,SQT,4,9,50,P27,3424.9016853155154,3426.316926815071,6789.740664767916,159.93850986251067,1574.2687982028565,1574.2687982028565,1190.0404262368902,2.134356771552822,0.23218546525348546,0.23218546525348555,0.343,0.343,1656,1893,-1
FHOC,literature_cutoff,SQT,5,11,50,P27,2849.1439149650973,2851.2960299205834,4596.465344284428,159.16803403911575,1557.6207096427734,1557.6207096427734,1153.7835913661506,2.126751218356282,0.23053367710397196,0.23053367710397243,0.375,0.375,1624,1898,-1
FHOC,literature_cutoff,SQT,6,15,50,P27,2909.7511427546056,2913.0552532377415,5577.22475295153,160.61323832805087,1516.924738555085,1516.924738555085,1171.640252129709,2.147277948540195,0.23500522876080476,0.23500522876080493,0.367,0.367,1632,1890,-1
FHOC,literature_cutoff,SQT,7,16,50,P27,2971.155316561546,2973.8352346361257,5138.161270923796,156.3883395465978,1528.6011032149997,1528.6011032149997,1164.6312103479331,2.0861443915156155,0.22181439461019659,0.22181439461019659,0.363,0.363,1636,1890,-1
FHOC,literature_cutoff,SQT,8,18,50,P27,3267.96351816883,3271.5582713400504,5844.203630831442,153.75256334265993,1559.4250929384445,1559.4250929384445,1166.772105127641,2.0544387727381506,0.21512327578643417,0.21512327578643445,0.351,0.351,1648,1885,-1
FHOC,literature_cutoff,SQT,9,19,50,P27,2626.643756993159,2627.859294168677,5000.878792511532,150.7271198855761,1529.1696079783055,1529.1696079783055,1104.42646186541,2.012305333433999,0.20639004867313548,0.2063900486731353,0.401,0.401,1598,1885,-1
FHOC,literature_cutoff,SQT,10,21,50,P27,2723.5751207761928,2725.203584374359,4982.073353824904,154.706935871466,1510.4800752027538,1510.4800752027538,1143.2478484703386,2.0630496329594896,0.21693036636362306,0.21693036636362287,0.377,0.377,1622,1887,-1
FHOC,literature_cutoff,SQT,1,2,50,P28,1988.977299505655,1993.6849399015923,5548.700727239833,126.64229412841476,1184.6024495689232,1184.6024495689232,940.7079987171052,2.0859362785671283,0.22177014058320488,0.2217701405832048,0.372,0.372,1627,1915,-1
FHOC,literature_cutoff,SQT,2,3,50,P28,2382.554695950515,2388.4768829931836,5517.824987130007,124.65322284525362,1230.1456951307118,1230.1456951307118,960.2847621004847,2.0527476721001165,0.21476926632581284,0.214769266325813,0.342,0.342,1657,1910,-1
FHOC,literature_cutoff,SQT,3,6,50,P28,1905.7207228343007,1907.8757078099554,4441.481875060592,127.1229022623786,1192.1620055491185,1192.1620055491185,921.7986832368784,2.095880609751878,0.2238896804451531,0.22388968044515367,0.389,0.389,1610,1910,-1
FHOC,literature_cutoff,SQT,4,8,50,P28,1587.1884962093466,1592.7070953751797,5960.290763575933,121.3585728909072,1111.6243233418286,1111.6243233418286,922.8176905422158,1.9888244155749144,0.20160155738975022,0.2016015573897503,0.396,0.396,1603,1912,-1
FHOC,literature_cutoff,SQT,5,9,50,P28,2008.430274077566,2020.0870052103764,6014.343948615424,124.45328477603981,1205.8031552526768,1205.8031552526768,974.6101637102995,2.0440914942830672,0.21296177558615612,0.21296177558615628,0.342,0.342,1657,1911,-1
FHOC,literature_cutoff,SQT,6,13,50,P28,1979.0403994874162,1989.029701253053,7247.67739031493,116.34918474025254,1167.543700674451,1167.543700674451,940.6826572800718,1.908651704974941,0.18567539912863143,0.18567539912863196,0.373,0.373,1626,1903,1504
FHOC,literature_cutoff,SQT,7,16,50,P28,2096.1934217657763,2106.8799407212327,6703.65870391787,122.32783514041627,1197.895325826741,1197.895325826741,953.0475282325093,2.0138133797286275,0.2066995070527032,0.20669950705270293,0.353,0.353,1646,1909,-1
FHOC,literature_cutoff,SQT,8,17,50,P28,1830.8087274094426,1838.0015086311644,6562.4963985948125,115.380834263868,1162.7641513997812,1162.7641513997812,944.5771068354622,1.8833427826111981,0.18078389586206375,0.1807838958620637,0.374,0.374,1625,1910,-1
FHOC,literature_cutoff,SQT,9,19,50,P28,1630.9840431974294,1639.1088075173718,6823.571776999976,127.33127584401348,1149.260446563318,1149.260446563318,940.6325435630381,2.1096495229294097,0.22684103514761905,0.22684103514761905,0.364,0.364,1635,1910,-1
FHOC,literature_cutoff,SQT,10,22,50,P28,1573.2416038612441,1576.6916662541043,4999.630041463359,120.33975263518342,1106.7715353599897,1106.7715353599897,901.9511692337605,1.9853673531411287,0.20090130106618811,0.2009013010661884,0.398,0.398,1601,1908,-1
FHOC,literature_cutoff,SQT,1,2,50,P29,2262.1979292967085,2263.108482510799,3424.705425526714,118.78550659832804,1284.543057350089,1284.543057350089,906.4868751476594,1.948739708323805,0.1935569037103949,0.19355690371039536,0.387,0.387,1612,1908,-1
FHOC,literature_cutoff,SQT,2,5,50,P29,2314.4395366300664,2315.3058890356137,5377.206082030374,119.30038561090684,1340.9044771162403,1340.9044771162403,883.2335294527219,1.9645095467574487,0.1967022303415472,0.19670223034154696,0.407,0.407,1592,1903,-1
FHOC,literature_cutoff,SQT,3,6,50,P29,2870.537990721472,2872.4851604330943,5245.2732341159135,121.55741561226964,1334.5892414566426,1334.5892414566426,949.2008594954111,1.9938509065904735,0.2026218877528875,0.20262188775288806,0.343,0.343,1656,1899,-1
FHOC,literature_cutoff,SQT,4,7,50,P29,3813.207425551531,3817.002444903456,6386.069916382665,124.2182438911529,1388.590512279155,1388.590512279155,1015.6100177966194,2.0358449638440894,0.2112469274622498,0.2112469274622498,0.302,0.302,1697,1896,-1
FHOC,literature_cutoff,SQT,5,11,50,P29,2699.522672445982,2701.763694502118,4341.438535081979,119.52173041309423,1277.4955638997058,1277.4955638997058,948.9859671352787,1.9580121093268812,0.1954032324296994,0.1954032324296994,0.348,0.348,1651,1894,-1
FHOC,literature_cutoff,SQT,6,13,50,P29,2630.5883764011587,2631.2464377247984,5901.812358466268,119.54028759358825,1319.0778061541898,1319.0778061541898,931.1096588819537,1.9576127405067898,0.19532352914345075,0.19532352914345089,0.365,0.365,1634,1901,-1
FHOC,literature_cutoff,SQT,7,17,50,P29,3664.5336651350103,3667.06762106707,6267.008365789428,121.33403646374185,1363.0560816662214,1363.0560816662214,991.2165995118136,1.9896031479440088,0.2017594641339811,0.20175946413398138,0.313,0.313,1686,1891,-1
FHOC,literature_cutoff,SQT,8,19,50,P29,3082.8769486049164,3086.667425767968,5465.936807968421,119.02783493377983,1298.3789051989395,1298.3789051989395,968.0213816603951,1.955203428018563,0.19484304000690827,0.19484304000690827,0.324,0.324,1675,1891,-1
FHOC,literature_cutoff,SQT,9,20,50,P29,3170.053306313906,3172.2330002180315,6236.835529862146,118.64034200949644,1312.4295389673662,1312.4295389673662,974.6503734341346,1.942733214519,0.19236556283360481,0.19236556283360465,0.33,0.33,1669,1886,1481
FHOC,literature_cutoff,SQT,10,21,50,P29,3303.7986385138715,3307.4097454913503,5261.578312439437,122.37855364226135,1315.9673014340335,1315.9673014340335,982.2367470889075,2.01194762742859,0.20631667968988443,0.2063166796898848,0.323,0.323,1676,1893,-1
FHOC,literature_cutoff,SQT,1,1,50,P30,5022.480379402122,5036.800686054796,8636.164269623405,163.9622887788567,1274.056711108471,1404.571374923719,1130.6382604662858,2.2028283778802686,0.24732175649309968,0.24732175649309956,0.425,0.425,1574,1679,1422
FHOC,literature_cutoff,SQT,2,4,50,P30,5322.927271072255,5346.669283372039,7937.08119674155,170.43905522433946,1368.7401949450064,1368.7401949450064,1171.4274455512852,2.2954578992509074,0.26855896876826646,0.2685589687682674,0.414,0.414,1585,1698,1407
FHOC,literature_cutoff,SQT,3,7,50,P30,5366.359242036564,5391.621858221704,8822.572397940676,158.33568307810128,1360.3368467952394,1360.3368467952394,1140.3115167371698,2.117591595562958,0.22855220008149207,0.22855220008149166,0.431,0.431,1568,1670,1399
FHOC,literature_cutoff,SQT,4,8,50,P30,2360.9047151042955,2368.249909157578,7582.243252825516,159.06712315787325,1435.6478860439902,1435.6478860439902,1160.6235288886185,2.133953648130739,0.2320977661758659,0.23209776617586647,0.385,0.385,1614,1897,-1
FHOC,literature_cutoff,SQT,5,10,50,P30,5009.606060836727,5028.342247378801,7513.452002978884,159.050550695795,1348.110234988763,1364.751559388639,1142.726896742421,2.1300459615430856,0.23124851163537247,0.23124851163537263,0.429,0.429,1570,1687,1365
FHOC,literature_cutoff,SQT,6,12,50,P30,3970.147221265514,3982.6971725590556,6009.936917645857,156.52999601068433,1238.0820102514945,1386.2292888471898,1114.8226227992377,2.1042511204958574,0.22568158909827069,0.22568158909827032,0.416,0.416,1583,1698,-1
FHOC,literature_cutoff,SQT,7,14,50,P30,4802.755751742147,4819.188375484295,7870.252159167547,154.48169089552223,1315.483338882485,1391.3624958517414,1133.9423970352327,2.0714111636299357,0.2186923653828096,0.2186923653828096,0.424,0.424,1575,1693,1366
FHOC,literature_cutoff,SQT,8,15,50,P30,4143.713811120189,4158.1078431864835,7074.98508617148,160.45500781751173,1238.4809331209556,1450.9665733815366,1127.5789553635004,2.1615693491481913,0.2381438354320558,0.23814383543205592,0.401,0.401,1598,1709,-1
FHOC,literature_cutoff,SQT,9,16,50,P30,5387.6282365354145,5405.790076888537,9617.359119122964,164.2465737171032,1337.9953077204634,1349.3328575309536,1125.9405564111203,2.2122252082756355,0.24943630846738932,0.24943630846738943,0.43,0.43,1569,1674,-1
FHOC,literature_cutoff,SQT,10,20,50,P30,4784.686593220607,4811.995138155588,7186.943433856533,171.41996024813392,1304.581367565191,1393.6546997339333,1130.8800825025444,2.3238658236123353,0.2752473173370763,0.2752473173370762,0.433,0.433,1566,1672,1401
FHOC,literature_cutoff,SQT,1,4,50,P31,3391.6506663595737,3392.8351435109707,6121.39474191732,137.57534085091245,1421.9839279471732,1421.9839279471732,1028.01320681886,2.206928107408288,0.2482432044479474,0.2482432044479475,0.331,0.331,1668,1901,-1
FHOC,literature_cutoff,SQT,2,5,50,P31,3357.7922743510057,3360.8444331728383,6820.2175728373695,141.69729873748796,1393.930322164411,1393.930322164411,1055.9445686560846,2.273736615912771,0.2635004178665881,0.2635004178665888,0.314,0.314,1685,1910,-1
FHOC,literature_cutoff,SQT,3,9,50,P31,3716.950588788873,3718.667138479287,6227.994885460357,136.97985654278813,1451.285667331187,1451.285667331187,1039.3393038015538,2.196800639233602,0.24597008402330084,0.24597008402330106,0.322,0.322,1677,1897,-1
FHOC,literature_cutoff,SQT,4,10,50,P31,3633.6870369027515,3635.8171720836203,5712.408315192501,133.4827358807495,1437.9803190191517,1437.9803190191517,1024.630905051939,2.145245002939093,0.2345604547724337,0.23456045477243379,0.318,0.318,1681,1899,-1
FHOC,literature_cutoff,SQT,5,11,50,P31,3159.719573509688,3161.792306787292,7103.102304796921,137.63327636571935,1380.9250616776217,1380.9250616776217,1031.5157653427832,2.207752231962272,0.24842864004762458,0.248428640047625,0.327,0.327,1672,1908,-1
